Question,Context,Answer,index
Trump ha costruito grattacieli?,Trump,"Sì, attraverso la Trump Organization ha costruito grattacieli e alberghi di lusso."
Quali sono le politiche economiche principali di Trump?,Trump,"Ha introdotto tagli fiscali e dazi commerciali, promuovendo il protezionismo."
Cosa ha fatto Trump per l’economia?,Trump,"Ha approvato tagli alle tasse, introdotto dazi e cercato di rilanciare la produzione americana."
Trump ha tagliato le tasse?,Trump,"Sì, con il Tax Cuts and Jobs Act del 2017."
Trump ha messo dazi doganali?,Trump,"Sì, ha introdotto dazi su importazioni da Cina, Europa e altri paesi."
Donald Trump ha partecipato a reality show?,Trump,"Sì, ha condotto il reality show 'The Apprentice' per diverse stagioni."
Trump è stato in televisione?,Trump,"Sì, è stato conduttore del reality show 'The Apprentice'."
Trump ha condotto un programma TV?,Trump,"Sì, ha condotto 'The Apprentice' in TV per diversi anni."
Quale reality ha fatto Donald Trump?,Trump,"Ha condotto 'The Apprentice'."
Qual è la posizione di Trump sull’immigrazione?,Trump,"Ha promosso politiche restrittive, incluso il 'Muslim Ban' e la costruzione di un muro al confine con il Messico."
Trump era favorevole all’immigrazione?,Trump,"No, ha adottato politiche restrittive in materia di immigrazione."
Cos’è il Muslim Ban di Trump?,Trump,"Un ordine esecutivo che vietava l’ingresso negli USA da alcuni paesi a maggioranza musulmana."
Trump ha costruito un muro?,Trump,"Ha promosso e iniziato la costruzione di un muro al confine con il Messico."
Trump ha avuto dei figli?,Trump,"Sì, ha cinque figli: Donald Jr., Ivanka, Eric, Tiffany e Barron."
Quanti figli ha Trump?,Trump,"Ha cinque figli."
Chi sono i figli di Trump?,Trump,"Donald Jr., Ivanka, Eric, Tiffany e Barron Trump."
Trump è padre di quanti figli?,Trump,"È padre di cinque figli."
Qual è stato il rapporto di Trump con la Cina?,Trump,"Ha imposto dazi commerciali e avviato una guerra commerciale con la Cina."
Come sono stati i rapporti Trump-Cina?,Trump,"Tesi, a causa di dazi, restrizioni e controversie commerciali."
Trump ha avuto scontri con la Cina?,Trump,"Sì, ha avuto scontri economici e commerciali durante la sua presidenza."
Trump ha fatto accordi con la Cina?,Trump,"Ha tentato accordi commerciali, ma ha mantenuto una linea dura nei confronti della Cina."
Dove ha studiato Donald Trump?,Trump,"Ha studiato economia alla Wharton School dell’Università della Pennsylvania."
In quale università ha studiato Trump?,Trump,"All'Università della Pennsylvania, Wharton School."
Che studi ha fatto Trump?|Trump è laureato?,Trump,"È laureato in economia alla Wharton School dell’Università della Pennsylvania."
Trump ha avuto procedimenti di impeachment?,Trump,"Sì, due: uno nel 2019 e uno nel 2021."
Trump è stato messo in stato d’accusa?,Trump,"Sì, è stato messo in stato d'accusa due volte dalla Camera dei Rappresentanti."
Quanti impeachment ha avuto Trump?,Trump,"Due: nel 2019 e nel 2021."
Trump è stato processato dal Congresso?,Trump,"Sì, è stato sottoposto a due procedimenti di impeachment dal Congresso."


